"© Statistisches Landesamt Baden-Württemberg";"Böblinger Straße 68";"70199 Stuttgart";"Telefon:";"+49 711 641-2833";"Telefax:";"+49 711 641-2440";"https://www.statistik-bw.de/";;;;
"Landesinformationssystem (LIS)";"Abruf aus der Struktur- und Regionaldatenbank (SRDB)";;;;

"BIBER-Nr.:";"01515020";;;;
"Web-Abruf der Tabellen:";"R= Kürzel der Regionaleinheit (Spalte 1) und AGS (Spalte 2) ohne »08«.";;;;
"Bsp. Regierungsbezirk Stuttgart:";"https://www.statistik-bw.de/BevoelkGebiet/GebietFlaeche/01515020.tab?R=RB1";;;;
"Bsp. Aidlingen:";"https://www.statistik-bw.de/BevoelkGebiet/GebietFlaeche/01515020.tab?R=GS115001";;;;

"Titel:";"Bevölkerung, Gemeindegebiet und Bevölkerungsdichte";;;;

"Stichtag:";"31.12.2015";"31.12.2016";"31.12.2017";"31.12.2018";
"Erstellungsdatum:";"20.10.2016";"09.01.2018";"Stand 29.03.2019";"Stand 22.07.2019";

"https://www.statistik-bw.de/BevoelkGebiet/GebietFlaeche/01515020.tab?R=";;;;

"Bevölkerung:";"Ergebnisse der Bevölkerungsfortschreibung auf Basis Zensus 2011. Bei Städten und Gemeinden mit Landeserstaufnahmeeinrichtung für Flüchtlinge (LEA) kann es durch die hohe Zahl an Zu- und Fortzügen zu verfahrensbedingten Schwankungen in der amtlichen Bevölkerungsfortschreibung und der Ermittlung der amtlichen Einwohnerzahl kommen.";;;;
"Gemeindegebiet:";"Ohne die Flächen der gemeindefreien Gebiete Rheinau (Ortenaukreis) und Gutsbezirk Münsingen (Landkreis Reutlingen). Zum Berichtsjahr 2016 wurde die Flächenerhebung bundesweit auf die neue ALKIS-Nomenklatur umgestellt."
"Postleitzahl:";"Für jene Städte und Gemeinden, die über mehr als eine Postleitzahl verfügen, wurde diejenige übernommen, die dem Sitz (Hausanschrift) der Stadt-/Gemeindeverwaltung entspricht.";;;;

"Kürzel der Regionaleinheit";"Amtlicher Gemeindeschlüssel (AGS)";"Postleitzahl";"Regionalname";"Stichtag";"Bevölkerung insgesamt";"Gemeindegebiet ha";"Bevölkerungsdichte EW/km²"
"GS";"08125017";"74389";"Cleebronn";"31.12.2018";2983;1709;175
"GS";"08125021";"74246";"Eberstadt";"31.12.2018";3103;1250;248
"GS";"08125024";"74248";"Ellhofen";"31.12.2018";3724;586;635
"GS";"08125026";"75031";"Eppingen, Stadt";"31.12.2018";21819;8858;246
"GS";"08125027";"74235";"Erlenbach";"31.12.2018";5121;1273;402
"GS";"08125030";"74223";"Flein";"31.12.2018";7041;848;831
"GS";"08125034";"75050";"Gemmingen";"31.12.2018";5145;1908;270
"GS";"08125038";"74363";"Güglingen, Stadt";"31.12.2018";6353;1627;390
"GS";"08125039";"74831";"Gundelsheim, Stadt";"31.12.2018";7254;3844;189
"GS";"08125046";"74360";"Ilsfeld";"31.12.2018";9568;2651;361
"GS";"08125047";"74930";"Ittlingen";"31.12.2018";2571;1411;182
"GS";"08125048";"74249";"Jagsthausen";"31.12.2018";1880;1768;106
"GS";"08125049";"74912";"Kirchardt";"31.12.2018";5921;2150;275
"GS";"08125056";"74348";"Lauffen am Neckar, Stadt";"31.12.2018";11640;2263;514
"GS";"08125057";"74251";"Lehrensteinsfeld";"31.12.2018";2479;622;399
"GS";"08125058";"74211";"Leingarten";"31.12.2018";11633;2347;496
"GS";"08125059";"74245";"Löwenstein, Stadt";"31.12.2018";3394;2346;145
"GS";"08125061";"74252";"Massenbachhausen";"31.12.2018";3499;878;399
"GS";"08125063";"74219";"Möckmühl, Stadt";"31.12.2018";8078;4960;163
"GS";"08125065";"74172";"Neckarsulm, Stadt";"31.12.2018";26492;2494;1062
"GS";"08125066";"74382";"Neckarwestheim";"31.12.2018";3961;1398;283
"GS";"08125068";"74861";"Neudenau, Stadt";"31.12.2018";5266;3291;160
"GS";"08125069";"74196";"Neuenstadt am Kocher, Stadt";"31.12.2018";10123;4117;246
"GS";"08125074";"74226";"Nordheim";"31.12.2018";8270;1271;651
"GS";"08125078";"74229";"Oedheim";"31.12.2018";6455;2124;304
"GS";"08125079";"74254";"Offenau";"31.12.2018";2911;566;515
"GS";"08125081";"74397";"Pfaffenhofen";"31.12.2018";2424;1204;201
"GS";"08125084";"74255";"Roigheim";"31.12.2018";1442;1401;103
"GS";"08125086";"74193";"Schwaigern, Stadt";"31.12.2018";11425;4949;231
"GS";"08125087";"74936";"Siegelsbach";"31.12.2018";1626;768;212
"GS";"08125094";"74388";"Talheim";"31.12.2018";4962;1162;427
"GS";"08125096";"74257";"Untereisesheim";"31.12.2018";4173;367;1138
"GS";"08125098";"74199";"Untergruppenbach";"31.12.2018";8304;2727;304
"GS";"08125102";"74189";"Weinsberg, Stadt";"31.12.2018";12336;2222;555
"GS";"08125103";"74259";"Widdern, Stadt";"31.12.2018";1809;2523;72
"GS";"08125107";"71543";"Wüstenrot";"31.12.2018";6750;3002;225
"GS";"08125108";"74374";"Zaberfeld";"31.12.2018";4087;2218;184
"GS";"08125110";"74182";"Obersulm";"31.12.2018";13914;3108;448
"GS";"08125111";"74239";"Hardthausen am Kocher";"31.12.2018";4159;3556;117
"GS";"08125113";"74243";"Langenbrettach";"31.12.2018";3848;2397;161
"GS";"08126011";"74626";"Bretzfeld";"31.12.2018";12651;6468;196
"GS";"08126020";"74677";"Dörzbach";"31.12.2018";2485;3235;77
"GS";"08126028";"74670";"Forchtenberg, Stadt";"31.12.2018";5057;3809;133
"GS";"08126039";"74653";"Ingelfingen, Stadt";"31.12.2018";5480;4648;118
"GS";"08126045";"74238";"Krautheim, Stadt";"31.12.2018";4613;5290;87
"GS";"08126046";"74653";"Künzelsau, Stadt";"31.12.2018";15391;7517;205
"GS";"08126047";"74635";"Kupferzell";"31.12.2018";6164;5428;114
"GS";"08126056";"74673";"Mulfingen";"31.12.2018";3643;8009;45
"GS";"08126058";"74632";"Neuenstein, Stadt";"31.12.2018";6531;4784;137
"GS";"08126060";"74676";"Niedernhall, Stadt";"31.12.2018";4106;1771;232
"GS";"08126066";"74613";"Öhringen, Stadt";"31.12.2018";24374;6779;360
"GS";"08126069";"74629";"Pfedelbach";"31.12.2018";9123;4129;221
"GS";"08126072";"74214";"Schöntal";"31.12.2018";5610;8167;69
"GS";"08126085";"74638";"Waldenburg, Stadt";"31.12.2018";3094;3155;98
"GS";"08126086";"74679";"Weißbach";"31.12.2018";2021;1277;158
"GS";"08126094";"74639";"Zweiflingen";"31.12.2018";1667;3210;52
"GS";"08127008";"74572";"Blaufelden";"31.12.2018";5283;9017;59
"GS";"08127009";"74542";"Braunsbach";"31.12.2018";2506;5287;47
"GS";"08127012";"74424";"Bühlertann";"31.12.2018";3027;2359;128
"GS";"08127013";"74426";"Bühlerzell";"31.12.2018";2026;4930;41
"GS";"08127014";"74564";"Crailsheim, Stadt";"31.12.2018";34400;10908;315
"GS";"08127023";"74427";"Fichtenberg";"31.12.2018";2922;2419;121
"GS";"08127025";"74405";"Gaildorf, Stadt";"31.12.2018";12080;6259;193
"GS";"08127032";"74582";"Gerabronn, Stadt";"31.12.2018";4270;4038;106
"GS";"08127043";"74532";"Ilshofen, Stadt";"31.12.2018";6584;5487;120
"GS";"08127046";"74592";"Kirchberg an der Jagst, Stadt";"31.12.2018";4393;4093;107
"GS";"08127047";"74595";"Langenburg, Stadt";"31.12.2018";1831;3140;58
"GS";"08127052";"74535";"Mainhardt";"31.12.2018";6017;5870;103
"GS";"08127056";"74544";"Michelbach an der Bilz";"31.12.2018";3389;1768;192
"GS";"08127059";"74545";"Michelfeld";"31.12.2018";3799;3522;108
"GS";"08127062";"74420";"Oberrot";"31.12.2018";3595;3794;95
"GS";"08127063";"74423";"Obersontheim";"31.12.2018";5079;5484;93
"GS";"08127071";"74585";"Rot am See";"31.12.2018";5388;7480;72
"GS";"08127073";"74589";"Satteldorf";"31.12.2018";5564;4621;120
"GS";"08127075";"74575";"Schrozberg, Stadt";"31.12.2018";5741;10521;55
"GS";"08127076";"74523";"Schwäbisch Hall, Stadt";"31.12.2018";40440;10419;388
"GS";"08127079";"74429";"Sulzbach-Laufen";"31.12.2018";2502;4397;57
"GS";"08127086";"74547";"Untermünkheim";"31.12.2018";3007;2719;111
"GS";"08127089";"74541";"Vellberg, Stadt";"31.12.2018";4446;3189;139
"GS";"08127091";"74599";"Wallhausen";"31.12.2018";3716;2547;146
"GS";"08127099";"74549";"Wolpertshausen";"31.12.2018";2249;2742;82
"GS";"08127100";"74538";"Rosengarten";"31.12.2018";5060;3101;163
"GS";"08127101";"74594";"Kreßberg";"31.12.2018";3968;4846;82
"GS";"08127102";"74579";"Fichtenau";"31.12.2018";4591;3128;147
"GS";"08127103";"74586";"Frankenhardt";"31.12.2018";4843;6986;69
"GS";"08127104";"74597";"Stimpfach";"31.12.2018";3145;3335;94
"GS";"08128006";"97959";"Assamstadt";"31.12.2018";2262;1723;131
"GS";"08128007";"97980";"Bad Mergentheim, Stadt";"31.12.2018";23704;12996;182
"GS";"08128014";"97944";"Boxberg, Stadt";"31.12.2018";6664;10171;66
"GS";"08128020";"97993";"Creglingen, Stadt";"31.12.2018";4694;11723;40
"GS";"08128039";"97896";"Freudenberg, Stadt";"31.12.2018";3774;3476;109
"GS";"08128045";"97950";"Großrinderfeld";"31.12.2018";3985;5628;71
"GS";"08128047";"97947";"Grünsfeld, Stadt";"31.12.2018";3651;4472;82
"GS";"08128058";"97999";"Igersheim";"31.12.2018";5552;4283;130
"GS";"08128061";"97953";"Königheim";"31.12.2018";2997;6121;49
"GS";"08128064";"97900";"Külsheim, Stadt";"31.12.2018";5122;8143;63
"GS";"08128082";"97996";"Niederstetten, Stadt";"31.12.2018";4834;10405;46
"GS";"08128115";"97941";"Tauberbischofsheim, Stadt";"31.12.2018";13231;6929;191
"GS";"08128126";"97990";"Weikersheim, Stadt";"31.12.2018";7333;8093;91
"GS";"08128128";"97956";"Werbach";"31.12.2018";3320;4317;77
"GS";"08128131";"97877";"Wertheim, Stadt";"31.12.2018";22780;13859;164
"GS";"08128137";"97957";"Wittighausen";"31.12.2018";1632;3236;50
"GS";"08128138";"74744";"Ahorn";"31.12.2018";2244;5393;42
"GS";"08128139";"97922";"Lauda-Königshofen, Stadt";"31.12.2018";14542;9444;154
"GS";"08135010";"89561";"Dischingen";"31.12.2018";4337;7806;56
"GS";"08135015";"89547";"Gerstetten";"31.12.2018";11599;9243;125
"GS";"08135016";"89537";"Giengen an der Brenz, Stadt";"31.12.2018";19666;4407;446
"GS";"08135019";"89522";"Heidenheim an der Brenz, Stadt";"31.12.2018";49526;10709;462
"GS";"08135020";"89542";"Herbrechtingen, Stadt";"31.12.2018";13051;5863;223
"GS";"08135021";"89568";"Hermaringen";"31.12.2018";2173;1525;142
"GS";"08135025";"89551";"Königsbronn";"31.12.2018";7134;4544;157
"GS";"08135026";"89564";"Nattheim";"31.12.2018";6162;4499;137
"GS";"08135027";"89168";"Niederstotzingen, Stadt";"31.12.2018";4693;2981;157
"GS";"08135031";"89567";"Sontheim an der Brenz";"31.12.2018";5508;2892;190
"GS";"08135032";"89555";"Steinheim am Albuch";"31.12.2018";8623;8242;105
"GS";"08136002";"73453";"Abtsgmünd";"31.12.2018";7417;7157;104
"GS";"08136003";"73486";"Adelmannsfelden";"31.12.2018";1688;2290;74
"GS";"08136007";"73566";"Bartholomä";"31.12.2018";2030;2075;98
"GS";"08136009";"73560";"Böbingen an der Rems";"31.12.2018";4565;1222;374
"GS";"08136010";"73441";"Bopfingen, Stadt";"31.12.2018";11727;7696;152
"GS";"08136015";"73568";"Durlangen";"31.12.2018";2856;1044;274
"GS";"08136018";"73488";"Ellenberg";"31.12.2018";1734;3019;57
"GS";"08136019";"73479";"Ellwangen (Jagst), Stadt";"31.12.2018";24549;12738;193
"GS";"08136020";"73569";"Eschach";"31.12.2018";1770;2028;87
"GS";"08136021";"73457";"Essingen";"31.12.2018";6352;5849;109
"GS";"08136024";"73571";"Göggingen";"31.12.2018";2479;1138;218
"GS";"08136027";"74417";"Gschwend";"31.12.2018";4888;5452;90
"GS";"08136028";"73540";"Heubach, Stadt";"31.12.2018";9774;2578;379
"GS";"08136029";"73572";"Heuchlingen";"31.12.2018";1858;903;206
"GS";"08136033";"73460";"Hüttlingen";"31.12.2018";6099;1870;326
"GS";"08136034";"73574";"Iggingen";"31.12.2018";2589;1142;227
"GS";"08136035";"73489";"Jagstzell";"31.12.2018";2319;3795;61
"GS";"08136037";"73467";"Kirchheim am Ries";"31.12.2018";1820;2105;86
"GS";"08136038";"73466";"Lauchheim, Stadt";"31.12.2018";4780;4086;117
"GS";"08136040";"73575";"Leinzell";"31.12.2018";2041;211;966
"GS";"08136042";"73547";"Lorch, Stadt";"31.12.2018";10885;3428;318
"GS";"08136043";"73563";"Mögglingen";"31.12.2018";4265;1027;415
"GS";"08136044";"73557";"Mutlangen";"31.12.2018";6664;879;758
"GS";"08136045";"73450";"Neresheim, Stadt";"31.12.2018";7945;11851;67
"GS";"08136046";"73491";"Neuler";"31.12.2018";3177;3627;88
"GS";"08136049";"73569";"Obergröningen";"31.12.2018";447;586;76
"GS";"08136050";"73447";"Oberkochen, Stadt";"31.12.2018";7895;2355;335
"GS";"08136060";"73494";"Rosenberg";"31.12.2018";2644;4102;64
"GS";"08136061";"73577";"Ruppertshofen";"31.12.2018";1845;1421;130
"GS";"08136062";"73579";"Schechingen";"31.12.2018";2268;1187;191
"GS";"08136065";"73525";"Schwäbisch Gmünd, Stadt";"31.12.2018";61186;11378;538
"GS";"08136066";"73565";"Spraitbach";"31.12.2018";3328;1239;269
"GS";"08136068";"73495";"Stödtlen";"31.12.2018";1889;3118;61
"GS";"08136070";"73527";"Täferrot";"31.12.2018";1005;1201;84
"GS";"08136071";"73497";"Tannhausen";"31.12.2018";1808;1774;102
"GS";"08136075";"73485";"Unterschneidheim";"31.12.2018";4740;6807;70
"GS";"08136079";"73550";"Waldstetten";"31.12.2018";7100;2096;339
"GS";"08136082";"73463";"Westhausen";"31.12.2018";6025;3845;157
"GS";"08136084";"73499";"Wört";"31.12.2018";1463;1817;81
"GS";"08136087";"73469";"Riesbürg";"31.12.2018";2314;1797;129
"GS";"08136088";"73430";"Aalen, Stadt";"31.12.2018";68456;14658;467
"GS";"08136089";"73492";"Rainau";"31.12.2018";3318;2547;130
"GS";"08211000";"76530";"Baden-Baden, Stadt";"31.12.2018";55123;14019;393
"GS";"08212000";"76124";"Karlsruhe, Stadt";"31.12.2018";313092;17342;1805
"GS";"08215007";"75015";"Bretten, Stadt";"31.12.2018";29412;7110;414
"GS";"08215009";"76646";"Bruchsal, Stadt";"31.12.2018";44644;9319;479
"GS";"08215017";"76275";"Ettlingen, Stadt";"31.12.2018";39339;5675;693
"GS";"08215021";"76694";"Forst";"31.12.2018";8048;1146;702
"GS";"08215025";"75053";"Gondelsheim";"31.12.2018";3945;1486;265
"GS";"08215029";"76707";"Hambrücken";"31.12.2018";5527;1098;504
"GS";"08215039";"76709";"Kronau";"31.12.2018";5835;1090;535
"GS";"08215040";"75057";"Kürnbach";"31.12.2018";2335;1266;184
"GS";"08215046";"76316";"Malsch";"31.12.2018";14482;5124;283
"GS";"08215047";"76359";"Marxzell";"31.12.2018";4979;3492;143
"GS";"08215059";"75038";"Oberderdingen";"31.12.2018";10948;3357;326
"GS";"08215064";"76684";"Östringen, Stadt";"31.12.2018";13015;5328;244
"GS";"08215066";"76661";"Philippsburg, Stadt";"31.12.2018";13615;5054;269
"GS";"08215082";"75056";"Sulzfeld";"31.12.2018";4806;1875;256
"GS";"08215084";"76698";"Ubstadt-Weiher";"31.12.2018";13033;3665;356
"GS";"08215089";"75045";"Walzbachtal";"31.12.2018";9739;3668;265
"GS";"08215090";"76356";"Weingarten (Baden)";"31.12.2018";10482;2938;357
"GS";"08215094";"75059";"Zaisenhausen";"31.12.2018";1753;1010;174
"GS";"08215096";"76307";"Karlsbad";"31.12.2018";15771;3801;415
"GS";"08215097";"76703";"Kraichtal, Stadt";"31.12.2018";14627;8059;181
"GS";"08215099";"76676";"Graben-Neudorf";"31.12.2018";12184;2880;423
"GS";"08215100";"76669";"Bad Schönborn";"31.12.2018";13064;2410;542
"GS";"08215101";"76327";"Pfinztal";"31.12.2018";18407;3105;593
"GS";"08215102";"76344";"Eggenstein-Leopoldshafen";"31.12.2018";16625;2611;637
"GS";"08215103";"76689";"Karlsdorf-Neuthard";"31.12.2018";10705;1402;764
"GS";"08215105";"76351";"Linkenheim-Hochstetten";"31.12.2018";11796;2360;500
"GS";"08215106";"68753";"Waghäusel, Stadt";"31.12.2018";20935;4284;489
"GS";"08215107";"68794";"Oberhausen-Rheinhausen";"31.12.2018";9593;1892;507
"GS";"08215108";"76287";"Rheinstetten, Stadt";"31.12.2018";20340;3231;630
"GS";"08215109";"76297";"Stutensee, Stadt";"31.12.2018";24541;4568;537
"GS";"08215110";"76337";"Waldbronn";"31.12.2018";13151;1135;1159
"GS";"08215111";"76706";"Dettenheim";"31.12.2018";6556;3089;212
"GS";"08216002";"76474";"Au am Rhein";"31.12.2018";3336;1329;251
"GS";"08216005";"76467";"Bietigheim";"31.12.2018";6374;1390;459
"GS";"08216006";"76476";"Bischweier";"31.12.2018";2992;460;651
"GS";"08216007";"77815";"Bühl, Stadt";"31.12.2018";28900;7318;395
"GS";"08216008";"77830";"Bühlertal";"31.12.2018";8105;1767;459
"GS";"08216009";"76448";"Durmersheim";"31.12.2018";12160;2597;468
"GS";"08216012";"76477";"Elchesheim-Illingen";"31.12.2018";3246;1013;320
"GS";"08216013";"76596";"Forbach";"31.12.2018";4736;13186;36
"GS";"08216015";"76571";"Gaggenau, Stadt";"31.12.2018";29777;6501;458
"GS";"08216017";"76593";"Gernsbach, Stadt";"31.12.2018";14296;8203;174
"GS";"08216022";"76549";"Hügelsheim";"31.12.2018";5115;1491;343
"GS";"08216023";"76473";"Iffezheim";"31.12.2018";5163;1991;259
"GS";"08216024";"76456";"Kuppenheim, Stadt";"31.12.2018";8330;1808;461
"GS";"08216028";"77839";"Lichtenau, Stadt";"31.12.2018";4975;2762;180
"GS";"08216029";"76597";"Loffenau";"31.12.2018";2523;1706;148
"GS";"08216033";"76461";"Muggensturm";"31.12.2018";6195;1156;536
"GS";"08216039";"76470";"Ötigheim";"31.12.2018";4884;1098;445
"GS";"08216041";"77833";"Ottersweier";"31.12.2018";6340;2921;217
"GS";"08216043";"76437";"Rastatt, Stadt";"31.12.2018";49783;5898;844
"GS";"08216049";"76547";"Sinzheim";"31.12.2018";11351;2850;398
"GS";"08216052";"76479";"Steinmauern";"31.12.2018";3089;1242;249
"GS";"08216059";"76599";"Weisenbach";"31.12.2018";2450;907;270
"GS";"08216063";"77836";"Rheinmünster";"31.12.2018";6898;4250;162
"GS";"08221000";"69117";"Heidelberg, Stadt";"31.12.2018";160355;10883;1473
"GS";"08222000";"68159";"Mannheim, Universitätsstadt";"31.12.2018";309370;14497;2134
"GS";"08225001";"74740";"Adelsheim, Stadt";"31.12.2018";4973;4384;113
"GS";"08225002";"74858";"Aglasterhausen";"31.12.2018";4902;2284;215
"GS";"08225009";"74842";"Billigheim";"31.12.2018";5903;4894;121
"GS";"08225010";"74862";"Binau";"31.12.2018";1426;483;295
"GS";"08225014";"74722";"Buchen (Odenwald), Stadt";"31.12.2018";17796;13893;128
"GS";"08225024";"74864";"Fahrenbach";"31.12.2018";2766;1641;169
"GS";"08225032";"74736";"Hardheim";"31.12.2018";6682;8708;77
"GS";"08225033";"74855";"Haßmersheim";"31.12.2018";4986;1915;260
"GS";"08225039";"74746";"Höpfingen";"31.12.2018";2961;3048;97
"GS";"08225042";"74928";"Hüffenhardt";"31.12.2018";2091;1762;119
"GS";"08225052";"74838";"Limbach";"31.12.2018";4432;4359;102
"GS";"08225058";"74821";"Mosbach, Stadt";"31.12.2018";23398;6216;376
"GS";"08225060";"69427";"Mudau";"31.12.2018";4929;10749;46
"GS";"08225064";"69437";"Neckargerach";"31.12.2018";2308;1531;151
"GS";"08225067";"74865";"Neckarzimmern";"31.12.2018";1512;817;185
"GS";"08225068";"74867";"Neunkirchen";"31.12.2018";1867;1592;117
"GS";"08225074";"74847";"Obrigheim";"31.12.2018";5307;2425;219
"GS";"08225075";"74706";"Osterburken, Stadt";"31.12.2018";6507;4732;138
"GS";"08225082";"74749";"Rosenberg";"31.12.2018";2076;4094;51
"GS";"08225091";"74743";"Seckach";"31.12.2018";4143;2785;149
"GS";"08225109";"74731";"Walldürn, Stadt";"31.12.2018";11518;10591;109
"GS";"08225113";"69439";"Zwingenberg";"31.12.2018";694;472;147
"GS";"08225114";"74747";"Ravenstein, Stadt";"31.12.2018";2868;5597;51
"GS";"08225115";"74850";"Schefflenz";"31.12.2018";3922;3696;106
"GS";"08225116";"74869";"Schwarzach";"31.12.2018";2902;836;347
"GS";"08225117";"74834";"Elztal";"31.12.2018";5861;4662;126
"GS";"08225118";"69429";"Waldbrunn";"31.12.2018";4805;4429;108
"GS";"08226003";"68804";"Altlußheim";"31.12.2018";6133;1596;384
"GS";"08226006";"69245";"Bammental";"31.12.2018";6561;1216;540
"GS";"08226009";"68782";"Brühl";"31.12.2018";14288;1019;1402
"GS";"08226010";"69234";"Dielheim";"31.12.2018";9027;2267;398
"GS";"08226012";"69221";"Dossenheim";"31.12.2018";12515;1415;884
"GS";"08226013";"69412";"Eberbach, Stadt";"31.12.2018";14460;8115;178
"GS";"08226017";"74925";"Epfenbach";"31.12.2018";2427;1297;187
"GS";"08226018";"69214";"Eppelheim, Stadt";"31.12.2018";15177;570;2664
"GS";"08226020";"74927";"Eschelbronn";"31.12.2018";2704;823;328
"GS";"08226022";"69251";"Gaiberg";"31.12.2018";2383;415;575
"GS";"08226027";"69434";"Heddesbach";"31.12.2018";450;821;55
"GS";"08226028";"68542";"Heddesheim";"31.12.2018";11569;1471;787
"GS";"08226029";"69253";"Heiligkreuzsteinach";"31.12.2018";2616;1960;133
"GS";"08226031";"69502";"Hemsbach, Stadt";"31.12.2018";11968;1285;931
"GS";"08226032";"68766";"Hockenheim, Stadt";"31.12.2018";21779;3484;625
"GS";"08226036";"68549";"Ilvesheim";"31.12.2018";9346;589;1586
"GS";"08226037";"68775";"Ketsch";"31.12.2018";12762;1652;773
"GS";"08226038";"68526";"Ladenburg, Stadt";"31.12.2018";11537;1900;607
"GS";"08226040";"69514";"Laudenbach";"31.12.2018";6355;1029;618
"GS";"08226041";"69181";"Leimen, Stadt";"31.12.2018";26968;2064;1307
"GS";"08226046";"69254";"Malsch";"31.12.2018";3516;677;519
"GS";"08226048";"69256";"Mauer";"31.12.2018";4006;629;636
"GS";"08226049";"74909";"Meckesheim";"31.12.2018";5230;1633;320
"GS";"08226054";"69242";"Mühlhausen";"31.12.2018";8571;1530;560
"GS";"08226055";"74924";"Neckarbischofsheim, Stadt";"31.12.2018";4040;2641;153
"GS";"08226056";"69151";"Neckargemünd, Stadt";"31.12.2018";13290;2616;508
"GS";"08226058";"74933";"Neidenstein";"31.12.2018";1773;648;274
"GS";"08226059";"68809";"Neulußheim";"31.12.2018";7127;338;2106
"GS";"08226060";"69226";"Nußloch";"31.12.2018";11325;1358;834
"GS";"08226062";"68723";"Oftersheim";"31.12.2018";12140;1278;950
"GS";"08226063";"68723";"Plankstadt";"31.12.2018";10321;850;1214
"GS";"08226065";"69231";"Rauenberg, Stadt";"31.12.2018";8693;1112;782
"GS";"08226066";"74934";"Reichartshausen";"31.12.2018";2079;1000;208
"GS";"08226068";"68799";"Reilingen";"31.12.2018";7630;1635;467
"GS";"08226076";"69207";"Sandhausen";"31.12.2018";15105;1455;1038
"GS";"08226080";"69250";"Schönau, Stadt";"31.12.2018";4438;2249;197
"GS";"08226081";"69436";"Schönbrunn";"31.12.2018";2837;3447;82
"GS";"08226082";"69198";"Schriesheim, Stadt";"31.12.2018";15081;3161;477
"GS";"08226084";"68723";"Schwetzingen, Stadt";"31.12.2018";21433;2150;997
"GS";"08226085";"74889";"Sinsheim, Stadt";"31.12.2018";35442;12699;279
"GS";"08226086";"74937";"Spechbach";"31.12.2018";1699;852;199
"GS";"08226091";"74915";"Waibstadt, Stadt";"31.12.2018";5682;2557;222
"GS";"08226095";"69190";"Walldorf, Stadt";"31.12.2018";15534;1991;780
"GS";"08226096";"69469";"Weinheim, Stadt";"31.12.2018";45284;5811;779
"GS";"08226097";"69257";"Wiesenbach";"31.12.2018";3119;1113;280
"GS";"08226098";"69168";"Wiesloch, Stadt";"31.12.2018";26758;3024;885
"GS";"08226099";"69259";"Wilhelmsfeld";"31.12.2018";3164;475;665
"GS";"08226101";"74939";"Zuzenhausen";"31.12.2018";2217;1164;190
"GS";"08226102";"74918";"Angelbachtal";"31.12.2018";5111;1792;285
"GS";"08226103";"68789";"St. Leon-Rot";"31.12.2018";13734;2556;537
"GS";"08226104";"74931";"Lobbach";"31.12.2018";2359;1491;158
"GS";"08226105";"68535";"Edingen-Neckarhausen";"31.12.2018";14238;1204;1183
"GS";"08226106";"74921";"Helmstadt-Bargen";"31.12.2018";3739;2795;134
"GS";"08226107";"69493";"Hirschberg an der Bergstraße";"31.12.2018";9885;1235;800
"GS";"08231000";"75175";"Pforzheim, Stadt";"31.12.2018";125542;9799;1281
"GS";"08235006";"72213";"Altensteig, Stadt";"31.12.2018";10799;5319;203
"GS";"08235007";"75382";"Althengstett";"31.12.2018";7962;1916;416
"GS";"08235008";"75378";"Bad Liebenzell, Stadt";"31.12.2018";9573;3378;283
"GS";"08235018";"75335";"Dobel";"31.12.2018";2319;1841;126
"GS";"08235020";"72224";"Ebhausen";"31.12.2018";4772;2456;194
"GS";"08235022";"72227";"Egenhausen";"31.12.2018";2009;1002;201
"GS";"08235025";"75337";"Enzklösterle";"31.12.2018";1249;2018;62
"GS";"08235029";"75391";"Gechingen";"31.12.2018";3658;1468;249
"GS";"08235032";"72221";"Haiterbach, Stadt";"31.12.2018";5761;2892;199
"GS";"08235033";"76332";"Bad Herrenalb, Stadt";"31.12.2018";7948;3301;241
"GS";"08235035";"75339";"Höfen an der Enz";"31.12.2018";1767;907;195
"GS";"08235046";"72202";"Nagold, Stadt";"31.12.2018";22294;6310;353
"GS";"08235047";"75387";"Neubulach, Stadt";"31.12.2018";5624;2469;228
"GS";"08235050";"75389";"Neuweiler";"31.12.2018";3109;5129;61
"GS";"08235055";"75394";"Oberreichenbach";"31.12.2018";2831;3598;79
"GS";"08235057";"75395";"Ostelsheim";"31.12.2018";2437;923;264
"GS";"08235060";"72229";"Rohrdorf";"31.12.2018";1957;392;499
"GS";"08235065";"75328";"Schömberg";"31.12.2018";7991;3721;215
"GS";"08235066";"72226";"Simmersfeld";"31.12.2018";2101;4416;48
"GS";"08235067";"75397";"Simmozheim";"31.12.2018";2936;951;309
"GS";"08235073";"75399";"Unterreichenbach";"31.12.2018";2417;630;383
"GS";"08235079";"75323";"Bad Wildbad, Stadt";"31.12.2018";10130;10522;96
"GS";"08235080";"72218";"Wildberg, Stadt";"31.12.2018";10069;5668;178
"GS";"08235084";"75385";"Bad Teinach-Zavelstein, Stadt";"31.12.2018";3094;2517;123
"GS";"08235085";"75365";"Calw, Stadt";"31.12.2018";23590;5988;394
"GS";"08236004";"75217";"Birkenfeld";"31.12.2018";10238;1904;538
"GS";"08236011";"75239";"Eisingen";"31.12.2018";4741;804;590
"GS";"08236013";"75331";"Engelsbrand";"31.12.2018";4416;1518;291
"GS";"08236019";"71292";"Friolzheim";"31.12.2018";4136;854;484
"GS";"08236025";"71296";"Heimsheim, Stadt";"31.12.2018";5035;1430;352
"GS";"08236028";"75428";"Illingen";"31.12.2018";7727;2937;263
"GS";"08236030";"75228";"Ispringen";"31.12.2018";6041;822;735
